Order_ID,Order_Date,Customer_Name,Category,Product,Region,Quantity,Sales,Discount,Profit,Month
ORD0573,2024-12-10,shyam,Office Supplies,Paper,North,5,19180,0.11,1154.46,2024-12
ORD0574,2024-06-10,Ravi,Technology,Laptop,South,6,19296,0.06,4301.87,2024-06
ORD0575,2025-09-12,Ravi,Office Supplies,Pen,North,2,1148,0.08,213.13,2025-09
ORD0576,2024-12-06,shyam,Technology,Printer,East,4,11136,0.2,1114.07,2024-12
ORD0577,2024-03-19,koushik,Furniture,Desk,West,1,1357,0.27,79.17,2024-03
ORD0578,2024-07-05,koushik,Furniture,Table,South,2,1472,0.04,323.71,2024-07
ORD0579,2024-08-12,Pooja,Furniture,Sofa,West,3,5469,0.02,1254.12,2024-08
ORD0580,2024-03-19,Ravi,Technology,Printer,East,5,13115,0.07,1481.72,2024-03
ORD0581,2024-06-13,Ravi,Office Supplies,Notebook,South,6,18180,0.03,4038.38,2024-06
ORD0582,2024-02-25,Neha,Office Supplies,Paper,South,2,7950,0.19,1461.52,2024-02
ORD0583,2025-11-08,Neha,Furniture,Chair,East,8,12536,0.08,2434.51,2025-11
ORD0584,2024-08-19,Gnaneswara,Office Supplies,Stapler,South,9,1440,0.26,239.16,2024-08
ORD0585,2025-11-16,manoj,Office Supplies,Pen,North,8,3352,0.16,190.2,2025-11
ORD0586,2025-07-31,sravan,Office Supplies,Notebook,West,1,4032,0.13,530.4,2025-07
ORD0587,2024-09-18,Ananya,Technology,Monitor,East,8,33672,0.12,7287.27,2024-09
ORD0588,2024-09-17,Ananya,Furniture,Desk,North,6,22560,0.25,3498.16,2024-09
ORD0589,2025-12-19,sravan,Technology,Laptop,South,2,8154,0.25,747.8,2025-12
ORD0590,2024-07-04,srujan,Furniture,Desk,South,5,22750,0.01,2075.65,2024-07
ORD0591,2024-09-16,Gnaneswara,Technology,Keyboard,East,7,18956,0.27,3365.01,2024-09
ORD0592,2025-11-10,Gnaneswara,Office Supplies,Paper,East,6,9894,0.08,1018.8,2025-11
ORD0593,2025-11-30,shyam,Office Supplies,File Folder,South,6,17532,0.07,979.76,2025-11
ORD0594,2025-04-08,Ravi,Furniture,Sofa,East,6,28404,0.03,2304.0,2025-04
ORD0595,2025-05-14,shyam,Furniture,Bookcase,North,2,4822,0.13,890.05,2025-05
ORD0596,2025-04-03,Ravi,Furniture,Desk,North,4,9092,0.24,895.04,2025-04
ORD0597,2024-12-30,sravan,Furniture,Desk,East,7,32893,0.1,4882.04,2024-12
ORD0598,2025-12-17,Ananya,Furniture,Sofa,East,3,11739,0.01,2315.17,2025-12
ORD0599,2024-06-08,srujan,Furniture,Bookcase,North,1,842,0.04,125.52,2024-06
ORD0600,2025-03-07,manoj,Office Supplies,Stapler,North,4,15012,0.15,776.55,2025-03
ORD0601,2024-05-11,koushik,Office Supplies,File Folder,East,6,16446,0.19,2393.98,2024-05
ORD0602,2024-11-02,Neha,Office Supplies,File Folder,West,4,14876,0.15,781.89,2024-11
ORD0603,2024-11-18,Neha,Office Supplies,Stapler,North,9,26298,0.03,1697.25,2024-11
ORD0604,2024-03-05,Ravi,Office Supplies,Pen,East,9,23346,0.19,4053.8,2024-03
ORD0605,2024-07-01,Gnaneswara,Technology,Printer,West,10,37710,0.06,2321.71,2024-07
ORD0606,2025-05-21,Ananya,Furniture,Desk,South,6,20256,0.11,2324.14,2025-05
ORD0607,2024-08-06,Gnaneswara,Furniture,Table,East,6,22296,0.14,4138.65,2024-08
ORD0608,2024-02-05,Gnaneswara,Furniture,Sofa,North,7,26285,0.04,5437.68,2024-02
ORD0609,2025-05-19,Ravi,Furniture,Desk,North,3,4311,0.12,783.25,2025-05
ORD0610,2025-01-13,Gnaneswara,Office Supplies,File Folder,South,2,436,0.11,81.95,2025-01
ORD0611,2025-12-18,Gnaneswara,Technology,Monitor,East,7,3367,0.28,471.58,2025-12
ORD0612,2024-08-14,Gnaneswara,Furniture,Bookcase,East,8,9296,0.06,1927.17,2024-08
ORD0613,2024-05-01,Ravi,Technology,Keyboard,West,5,21275,0.07,3503.09,2024-05
ORD0614,2025-05-01,Gnaneswara,Furniture,Sofa,North,7,25242,0.27,3094.36,2025-05
ORD0615,2025-09-22,shyam,Technology,Mobile Phone,West,5,4545,0.18,843.15,2025-09
ORD0616,2024-02-24,Ananya,Furniture,Chair,South,7,32613,0.14,5969.86,2024-02
ORD0617,2025-03-12,Pooja,Furniture,Bookcase,South,10,46510,0.2,8596.25,2025-03
ORD0618,2024-11-02,Pooja,Office Supplies,Stapler,East,4,12456,0.13,2048.12,2024-11
ORD0619,2025-09-02,Gnaneswara,Furniture,Sofa,South,9,38952,0.2,4472.98,2025-09
ORD0620,2025-10-03,Ananya,Technology,Laptop,South,4,3352,0.25,428.32,2025-10
ORD0621,2025-07-22,Gnaneswara,Technology,Laptop,North,1,1509,0.05,233.69,2025-07
ORD0622,2024-05-09,Ananya,Technology,Laptop,East,5,12165,0.27,678.18,2024-05
ORD0623,2025-07-25,Ananya,Technology,Printer,East,9,10566,0.2,1578.96,2025-07
ORD0624,2024-02-25,shyam,Office Supplies,Paper,West,8,19616,0.06,4280.06,2024-02
ORD0625,2025-11-20,srujan,Furniture,Chair,East,7,30646,0.29,2606.73,2025-11
ORD0626,2024-11-15,sravan,Office Supplies,File Folder,South,6,29004,0.18,3325.02,2024-11
ORD0627,2025-08-18,Ananya,Furniture,Bookcase,East,2,5832,0.14,365.26,2025-08
ORD0628,2024-05-17,Gnaneswara,Office Supplies,Notebook,North,4,5900,0.17,527.22,2024-05
ORD0629,2024-09-23,Gnaneswara,Furniture,Sofa,East,7,26530,0.13,2957.13,2024-09
ORD0630,2024-10-21,Neha,Office Supplies,Paper,South,6,24846,0.14,1210.08,2024-10
ORD0631,2024-06-02,shyam,Office Supplies,Pen,East,8,7752,0.19,932.02,2024-06
ORD0632,2025-03-23,Ananya,Office Supplies,Notebook,North,2,2370,0.18,265.15,2025-03
ORD0633,2025-02-10,koushik,Office Supplies,Stapler,West,7,23016,0.1,1234.19,2025-02
ORD0634,2025-03-16,Ravi,Office Supplies,Pen,West,4,6504,0.25,311.72,2025-03
ORD0635,2025-01-03,shyam,Technology,Mobile Phone,South,2,8088,0.03,1606.04,2025-01
ORD0636,2024-01-26,sravan,Technology,Laptop,West,1,3290,0.05,210.01,2024-01
ORD0637,2024-12-24,Gnaneswara,Office Supplies,Stapler,North,2,4192,0.25,341.89,2024-12
ORD0638,2024-08-25,Pooja,Furniture,Chair,West,8,29864,0.22,3580.03,2024-08
ORD0639,2024-02-19,srujan,Technology,Mobile Phone,West,10,34280,0.06,4703.23,2024-02
ORD0640,2025-02-28,Pooja,Furniture,Chair,South,1,1697,0.04,227.39,2025-02
ORD0641,2024-07-11,srujan,Furniture,Sofa,North,3,12132,0.09,2405.09,2024-07
ORD0642,2024-05-02,Pooja,Office Supplies,Notebook,West,8,8416,0.21,1029.44,2024-05
ORD0643,2025-04-25,manoj,Office Supplies,File Folder,North,3,14391,0.15,2009.73,2025-04
ORD0644,2025-09-17,manoj,Office Supplies,File Folder,West,8,7296,0.16,1041.37,2025-09
ORD0645,2024-02-13,Pooja,Office Supplies,File Folder,North,1,4641,0.05,703.1,2024-02
ORD0646,2025-07-19,shyam,Technology,Printer,North,8,9472,0.13,1062.4,2025-07
ORD0647,2024-10-04,Ananya,Office Supplies,Paper,North,4,9588,0.13,572.13,2024-10
ORD0648,2024-03-11,shyam,Technology,Laptop,South,6,3312,0.15,376.26,2024-03
ORD0649,2025-04-13,Neha,Technology,Printer,West,4,11828,0.13,1991.12,2025-04
ORD0650,2025-12-18,Neha,Technology,Mobile Phone,East,3,498,0.0,121.56,2025-12
ORD0651,2025-05-14,Ananya,Furniture,Chair,East,5,2360,0.21,388.4,2025-05
ORD0652,2024-03-24,Gnaneswara,Furniture,Desk,South,1,400,0.19,32.74,2024-03
ORD0653,2025-01-03,Pooja,Furniture,Desk,South,6,18702,0.1,2013.52,2025-01
ORD0654,2025-09-11,Pooja,Technology,Printer,South,10,19200,0.03,2236.08,2025-09
ORD0655,2024-06-05,Neha,Furniture,Table,East,8,7688,0.21,931.82,2024-06
ORD0656,2024-04-07,koushik,Technology,Monitor,West,4,13164,0.23,1860.01,2024-04
ORD0657,2024-05-16,Gnaneswara,Office Supplies,File Folder,North,7,14378,0.02,2589.94,2024-05
ORD0658,2025-03-29,Pooja,Furniture,Desk,South,6,12096,0.17,1671.79,2025-03
ORD0659,2025-01-29,Ravi,Technology,Laptop,East,10,3480,0.13,633.81,2025-01
ORD0660,2024-07-05,Neha,Furniture,Table,East,8,26048,0.15,1726.14,2024-07
ORD0661,2025-01-31,Ravi,Office Supplies,Pen,North,10,2570,0.03,486.28,2025-01
ORD0662,2024-06-28,Pooja,Technology,Mobile Phone,South,7,29190,0.04,2835.22,2024-06
ORD0663,2024-12-03,Gnaneswara,Technology,Laptop,North,2,6886,0.04,1575.12,2024-12
ORD0664,2024-02-29,Gnaneswara,Technology,Monitor,West,4,16324,0.01,2255.63,2024-02
ORD0665,2025-05-08,koushik,Technology,Mobile Phone,West,7,22330,0.04,4528.59,2025-05
ORD0666,2024-10-31,srujan,Technology,Printer,East,4,7864,0.15,1512.42,2024-10
ORD0667,2025-09-28,Neha,Technology,Mobile Phone,East,8,8296,0.15,1337.98,2025-09
ORD0668,2025-01-24,Ananya,Technology,Monitor,South,9,43758,0.13,6380.93,2025-01
ORD0669,2024-12-05,Neha,Office Supplies,Pen,West,9,4302,0.2,487.66,2024-12
ORD0670,2024-11-23,srujan,Technology,Printer,South,8,20016,0.21,1487.45,2024-11
ORD0671,2025-04-23,manoj,Furniture,Table,West,8,26296,0.17,1935.1,2025-04
ORD0672,2024-05-29,srujan,Technology,Keyboard,East,5,15150,0.15,2627.15,2024-05
ORD0673,2025-03-12,manoj,Office Supplies,Notebook,West,3,921,0.08,138.43,2025-03
ORD0674,2024-05-20,Ravi,Technology,Monitor,North,10,23800,0.29,2252.68,2024-05
ORD0675,2024-07-28,sravan,Technology,Printer,North,2,2236,0.23,260.54,2024-07
ORD0676,2025-10-04,Ananya,Furniture,Desk,South,2,3324,0.08,194.92,2025-10
ORD0677,2024-03-12,Pooja,Office Supplies,File Folder,North,7,17598,0.13,3316.99,2024-03
ORD0678,2024-10-14,shyam,Furniture,Table,East,2,2062,0.18,262.81,2024-10
ORD0679,2025-01-14,Neha,Furniture,Table,East,6,8484,0.06,642.11,2025-01
ORD0680,2024-10-30,koushik,Furniture,Sofa,West,3,732,0.02,76.08,2024-10
ORD0681,2024-06-28,Neha,Furniture,Sofa,South,10,19350,0.02,3675.57,2024-06
ORD0682,2024-02-08,Ravi,Office Supplies,Paper,North,6,4110,0.17,578.64,2024-02
ORD0683,2024-11-20,Gnaneswara,Furniture,Bookcase,East,10,49500,0.26,3058.39,2024-11
ORD0684,2024-11-12,Pooja,Technology,Monitor,North,6,14946,0.26,822.7,2024-11
ORD0685,2025-04-30,Gnaneswara,Technology,Printer,West,5,20135,0.25,1481.42,2025-04
ORD0686,2025-05-13,Ananya,Office Supplies,File Folder,North,2,1928,0.16,170.65,2025-05
ORD0687,2024-11-22,Ravi,Office Supplies,Pen,East,3,8268,0.29,1429.86,2024-11
ORD0688,2024-10-07,shyam,Furniture,Bookcase,North,5,12800,0.29,758.45,2024-10
ORD0689,2025-10-12,srujan,Furniture,Chair,North,2,5440,0.29,845.86,2025-10
ORD0690,2024-10-15,koushik,Technology,Keyboard,North,8,22544,0.0,5461.08,2024-10
ORD0691,2024-10-14,Ravi,Technology,Keyboard,North,2,2812,0.16,219.93,2024-10
ORD0692,2024-07-11,koushik,Furniture,Table,North,8,16360,0.13,1159.34,2024-07
ORD0693,2024-08-16,Gnaneswara,Furniture,Desk,South,4,16332,0.06,1534.84,2024-08
ORD0694,2025-05-17,Pooja,Office Supplies,File Folder,East,10,26500,0.12,1484.86,2025-05
ORD0695,2024-01-22,Pooja,Furniture,Bookcase,West,10,32230,0.25,2359.43,2024-01
ORD0696,2025-07-28,koushik,Office Supplies,Notebook,East,3,4710,0.26,845.12,2025-07
ORD0697,2024-01-03,Gnaneswara,Office Supplies,Stapler,North,5,22810,0.24,1840.7,2024-01
ORD0698,2024-11-18,Neha,Furniture,Sofa,East,1,871,0.17,69.55,2024-11
ORD0699,2024-08-20,manoj,Furniture,Desk,East,3,7641,0.19,554.63,2024-08
ORD0700,2025-03-09,Neha,Furniture,Bookcase,West,8,15816,0.12,1092.48,2025-03
ORD0701,2024-04-10,sravan,Furniture,Bookcase,North,5,11465,0.05,1960.07,2024-04
ORD0702,2024-09-01,Neha,Office Supplies,Stapler,East,2,1088,0.14,220.83,2024-09
ORD0703,2025-03-28,koushik,Technology,Mobile Phone,East,4,14440,0.17,2129.69,2025-03
ORD0704,2025-12-16,Ananya,Furniture,Table,North,5,13730,0.11,1787.78,2025-12
ORD0705,2025-05-11,koushik,Office Supplies,File Folder,North,1,1970,0.14,189.4,2025-05
ORD0706,2025-01-08,Ananya,Furniture,Desk,West,4,8436,0.19,656.99,2025-01
ORD0707,2025-03-23,sravan,Technology,Mobile Phone,South,3,510,0.13,30.94,2025-03
ORD0708,2025-11-29,Ravi,Office Supplies,File Folder,West,4,11128,0.01,1307.59,2025-11
ORD0709,2024-02-10,Pooja,Furniture,Bookcase,East,2,8810,0.12,1040.99,2024-02
ORD0710,2024-06-20,shyam,Office Supplies,Paper,South,3,8817,0.16,1435.21,2024-06
ORD0711,2024-12-15,Ravi,Office Supplies,File Folder,West,3,12501,0.11,2387.78,2024-12
ORD0712,2025-10-15,Ravi,Office Supplies,Stapler,West,3,7080,0.15,551.04,2025-10
ORD0713,2024-04-22,srujan,Office Supplies,Paper,West,2,7918,0.16,979.13,2024-04
ORD0714,2025-12-29,Ananya,Furniture,Desk,North,7,20321,0.13,1191.36,2025-12
ORD0715,2024-08-23,srujan,Furniture,Chair,South,5,24500,0.2,3920.98,2024-08
ORD0716,2024-11-16,sravan,Office Supplies,Paper,North,5,17500,0.02,3521.86,2024-11
ORD0717,2025-12-17,Pooja,Furniture,Sofa,North,4,1656,0.28,199.51,2025-12
ORD0718,2024-01-14,Ravi,Furniture,Chair,West,4,19852,0.07,3080.85,2024-01
ORD0719,2024-10-21,shyam,Office Supplies,File Folder,East,2,6610,0.24,1144.48,2024-10
ORD0720,2024-03-10,srujan,Office Supplies,Stapler,West,2,9682,0.18,954.6,2024-03
ORD0721,2025-01-06,Ravi,Technology,Mobile Phone,West,8,12176,0.26,1095.65,2025-01
ORD0722,2024-02-03,Gnaneswara,Furniture,Chair,West,4,2388,0.23,290.0,2024-02
ORD0723,2024-02-12,manoj,Furniture,Chair,West,3,12756,0.05,808.46,2024-02
ORD0724,2025-08-05,Ravi,Technology,Monitor,South,6,4446,0.01,623.75,2025-08
ORD0725,2024-05-21,srujan,Furniture,Bookcase,West,4,13880,0.2,2413.69,2024-05
ORD0726,2024-06-30,sravan,Technology,Mobile Phone,North,9,40041,0.1,6167.29,2024-06
ORD0727,2024-10-23,koushik,Furniture,Chair,West,3,471,0.24,47.58,2024-10
ORD0728,2025-11-18,Neha,Technology,Monitor,North,8,17576,0.18,1300.53,2025-11
ORD0729,2025-07-03,Pooja,Furniture,Bookcase,East,9,9144,0.16,1426.8,2025-07
ORD0730,2024-09-13,manoj,Furniture,Desk,West,1,1158,0.29,59.86,2024-09
ORD0731,2025-07-19,Pooja,Technology,Monitor,South,9,36090,0.11,6905.37,2025-07
ORD0732,2024-06-23,Pooja,Office Supplies,Pen,East,6,15294,0.04,3136.03,2024-06
ORD0733,2025-11-17,Ravi,Furniture,Bookcase,North,4,6148,0.08,954.8,2025-11
ORD0734,2024-11-16,Gnaneswara,Technology,Monitor,West,6,4194,0.27,585.1,2024-11
ORD0735,2024-07-28,Neha,Office Supplies,Notebook,North,1,4914,0.28,861.13,2024-07
ORD0736,2024-07-11,Ananya,Furniture,Chair,North,1,4546,0.26,712.36,2024-07
ORD0737,2024-12-19,koushik,Furniture,Bookcase,West,1,1779,0.29,170.56,2024-12
ORD0738,2025-01-05,Ananya,Technology,Laptop,South,6,9066,0.06,1777.84,2025-01
ORD0739,2025-11-20,koushik,Office Supplies,Pen,East,4,12536,0.18,809.53,2025-11
ORD0740,2024-07-13,Ravi,Technology,Monitor,West,1,3781,0.29,670.71,2024-07
ORD0741,2024-08-01,Neha,Office Supplies,Pen,North,8,12088,0.29,1122.26,2024-08
ORD0742,2024-12-05,koushik,Technology,Mobile Phone,North,2,6806,0.03,1615.58,2024-12
ORD0743,2025-10-10,Ananya,Technology,Keyboard,East,7,1148,0.11,106.26,2025-10
ORD0744,2024-11-18,shyam,Technology,Laptop,East,3,9018,0.01,957.16,2024-11
ORD0745,2025-12-05,Pooja,Technology,Laptop,South,6,8964,0.02,1542.9,2025-12
ORD0746,2024-12-30,Pooja,Furniture,Table,South,2,9074,0.03,2152.83,2024-12
ORD0747,2024-03-31,Ravi,Technology,Printer,South,3,1047,0.29,92.78,2024-03
ORD0748,2024-01-09,Pooja,Furniture,Sofa,East,4,6960,0.23,1102.53,2024-01
ORD0749,2024-04-24,Ananya,Furniture,Bookcase,West,4,7852,0.17,1545.64,2024-04
ORD0750,2025-05-29,Gnaneswara,Office Supplies,Pen,West,10,40960,0.27,2606.13,2025-05
ORD0751,2025-05-02,Ananya,Furniture,Sofa,North,8,19104,0.29,3107.34,2025-05
ORD0752,2025-06-23,Ananya,Technology,Mobile Phone,West,6,12522,0.06,1008.88,2025-06
ORD0753,2024-07-19,Ravi,Office Supplies,Notebook,North,9,22401,0.2,1310.79,2024-07
ORD0754,2025-05-03,Gnaneswara,Office Supplies,File Folder,North,9,2358,0.11,119.26,2025-05
ORD0755,2025-01-31,koushik,Furniture,Desk,South,4,12060,0.23,862.91,2025-01
ORD0756,2025-05-31,shyam,Technology,Keyboard,West,9,28926,0.01,5982.11,2025-05
ORD0757,2024-11-25,sravan,Technology,Monitor,North,5,18920,0.11,1793.44,2024-11
ORD0758,2024-09-30,Ananya,Office Supplies,Notebook,West,10,14800,0.2,2951.33,2024-09
ORD0759,2025-07-17,sravan,Office Supplies,Notebook,West,5,20705,0.25,2332.71,2025-07
ORD0760,2025-02-24,koushik,Office Supplies,Paper,East,7,9408,0.28,746.2,2025-02
ORD0761,2025-11-30,koushik,Office Supplies,Notebook,South,8,34824,0.05,4523.99,2025-11
ORD0762,2025-12-26,Ravi,Furniture,Bookcase,East,2,2906,0.08,168.54,2025-12
ORD0763,2025-12-12,koushik,Furniture,Bookcase,West,6,4806,0.02,674.21,2025-12
ORD0764,2024-01-08,koushik,Furniture,Desk,South,1,1058,0.26,125.9,2024-01
ORD0765,2024-06-27,Ananya,Technology,Laptop,East,5,2190,0.09,162.97,2024-06
ORD0766,2024-02-11,srujan,Furniture,Chair,South,1,3981,0.26,643.24,2024-02
ORD0767,2025-06-26,koushik,Office Supplies,Paper,North,10,24710,0.18,3742.83,2025-06
ORD0768,2025-01-04,manoj,Office Supplies,Pen,East,6,20190,0.23,3745.58,2025-01
ORD0769,2025-03-10,Neha,Technology,Keyboard,North,2,7498,0.18,1226.35,2025-03
ORD0770,2024-04-21,Neha,Technology,Laptop,North,2,1824,0.23,298.93,2024-04
ORD0771,2025-01-20,Neha,Furniture,Table,North,8,18696,0.03,3866.11,2025-01
ORD0772,2024-10-30,Pooja,Technology,Laptop,East,10,3410,0.21,294.4,2024-10
ORD0773,2024-06-30,srujan,Technology,Laptop,South,5,3470,0.1,433.18,2024-06
ORD0774,2025-05-27,koushik,Office Supplies,Notebook,North,2,7630,0.1,1156.35,2025-05
ORD0775,2024-02-26,manoj,Furniture,Desk,East,10,2660,0.2,175.34,2024-02
ORD0776,2024-02-22,Ravi,Furniture,Table,West,10,38370,0.18,3233.11,2024-02
ORD0777,2024-12-09,Ravi,Furniture,Table,West,7,25494,0.12,1612.87,2024-12
ORD0778,2024-06-20,Pooja,Technology,Monitor,West,3,11052,0.28,1505.16,2024-06
ORD0779,2024-02-21,sravan,Technology,Monitor,South,9,9747,0.02,2084.43,2024-02
ORD0780,2025-09-10,Ravi,Furniture,Desk,South,8,25000,0.19,4250.79,2025-09
ORD0781,2024-04-19,Ravi,Furniture,Desk,West,2,4212,0.21,426.74,2024-04
ORD0782,2024-09-03,sravan,Furniture,Desk,South,8,3376,0.26,571.0,2024-09
ORD0783,2025-11-11,Neha,Furniture,Desk,West,10,7530,0.21,1435.39,2025-11
ORD0784,2025-12-15,koushik,Furniture,Table,East,9,40626,0.09,2890.52,2025-12
ORD0785,2025-06-17,koushik,Office Supplies,Notebook,East,5,3640,0.23,260.45,2025-06
ORD0786,2025-05-09,Ravi,Furniture,Bookcase,East,9,43776,0.08,9751.5,2025-05
ORD0787,2024-11-16,shyam,Technology,Mobile Phone,East,3,10236,0.23,971.08,2024-11
ORD0788,2025-08-17,manoj,Furniture,Table,East,7,34363,0.2,4325.0,2025-08
ORD0789,2025-03-25,Gnaneswara,Furniture,Desk,East,3,4401,0.11,910.93,2025-03
ORD0790,2024-04-19,Neha,Furniture,Desk,North,5,17785,0.03,4291.96,2024-04
ORD0791,2025-08-08,Ananya,Office Supplies,Paper,West,1,575,0.17,99.35,2025-08
ORD0792,2025-08-09,Neha,Furniture,Bookcase,South,10,26080,0.12,3971.73,2025-08
ORD0793,2025-03-27,Neha,Office Supplies,Paper,East,1,510,0.3,40.81,2025-03
ORD0794,2024-12-26,manoj,Technology,Keyboard,East,5,22085,0.11,2645.05,2024-12
ORD0795,2024-12-08,koushik,Technology,Keyboard,West,8,9280,0.04,1487.78,2024-12
ORD0796,2024-04-28,Gnaneswara,Technology,Laptop,West,5,17430,0.17,1299.32,2024-04
ORD0797,2024-12-19,Neha,Furniture,Table,East,6,27588,0.26,4727.64,2024-12
ORD0798,2024-07-17,Ananya,Office Supplies,Pen,North,4,8368,0.03,1946.85,2024-07
ORD0799,2024-04-22,Ravi,Furniture,Sofa,West,10,48250,0.19,9074.81,2024-04
ORD0800,2025-12-18,koushik,Technology,Mobile Phone,East,1,3250,0.05,387.18,2025-12
ORD0801,2025-07-24,koushik,Technology,Monitor,East,6,8862,0.05,1684.76,2025-07
ORD0802,2024-02-28,Neha,Office Supplies,Stapler,South,6,9996,0.27,691.33,2024-02
ORD0803,2024-06-22,koushik,Office Supplies,Paper,North,8,15568,0.16,3033.19,2024-06
ORD0804,2024-09-17,koushik,Furniture,Table,West,7,14350,0.05,3253.72,2024-09
ORD0805,2024-08-20,srujan,Office Supplies,File Folder,North,4,18772,0.3,1116.93,2024-08
ORD0806,2025-04-10,Pooja,Office Supplies,Notebook,East,3,5175,0.14,1063.79,2025-04
ORD0807,2024-06-06,Ananya,Office Supplies,Pen,North,1,993,0.05,174.31,2024-06
ORD0808,2025-11-20,Ravi,Office Supplies,Notebook,South,7,25347,0.04,1802.26,2025-11
ORD0809,2025-11-20,Ravi,Technology,Mobile Phone,West,3,9279,0.23,458.88,2025-11
ORD0810,2024-03-28,manoj,Furniture,Sofa,West,1,4424,0.09,212.73,2024-03
ORD0811,2024-09-14,sravan,Technology,Printer,South,9,35010,0.14,6526.06,2024-09
ORD0812,2024-03-10,manoj,Furniture,Bookcase,North,2,3486,0.06,724.15,2024-03
ORD0813,2024-03-12,sravan,Furniture,Sofa,West,4,4992,0.06,863.47,2024-03
ORD0814,2024-07-29,Neha,Office Supplies,Stapler,North,7,28693,0.19,2253.84,2024-07
ORD0815,2024-03-19,shyam,Furniture,Sofa,East,4,17520,0.04,2298.35,2024-03
ORD0816,2024-08-01,Pooja,Technology,Keyboard,East,6,16338,0.24,745.62,2024-08
ORD0817,2024-03-03,manoj,Furniture,Desk,North,4,3176,0.29,380.75,2024-03
ORD0818,2024-11-07,manoj,Technology,Mobile Phone,South,2,1984,0.05,447.95,2024-11
ORD0819,2024-09-03,Ananya,Office Supplies,File Folder,North,8,8752,0.23,1213.16,2024-09
ORD0820,2025-05-06,Ananya,Technology,Monitor,North,9,7821,0.29,1007.08,2025-05
ORD0821,2024-07-18,koushik,Technology,Keyboard,East,1,1464,0.21,248.36,2024-07
ORD0822,2024-06-14,Ravi,Technology,Mobile Phone,North,10,45610,0.15,8218.98,2024-06
ORD0823,2024-12-15,koushik,Furniture,Sofa,West,7,3906,0.17,163.41,2024-12
ORD0824,2025-10-21,manoj,Office Supplies,Stapler,South,10,31000,0.26,1467.83,2025-10
ORD0825,2025-09-28,koushik,Technology,Monitor,South,6,26184,0.11,2632.22,2025-09
ORD0826,2025-05-09,Neha,Technology,Mobile Phone,West,10,17000,0.03,2952.0,2025-05
ORD0827,2025-11-28,Pooja,Office Supplies,Paper,East,5,24340,0.24,2825.26,2025-11
ORD0828,2025-12-13,srujan,Technology,Printer,West,5,12085,0.27,1044.68,2025-12
ORD0829,2025-08-24,Neha,Office Supplies,Stapler,East,8,35208,0.11,2006.85,2025-08
ORD0830,2024-07-09,srujan,Office Supplies,Notebook,South,6,9942,0.17,559.26,2024-07
ORD0831,2024-04-21,Pooja,Technology,Mobile Phone,South,9,33885,0.28,3237.2,2024-04
ORD0832,2024-03-05,Ananya,Furniture,Table,East,6,10542,0.27,655.38,2024-03
ORD0833,2025-04-12,srujan,Office Supplies,Notebook,West,6,19848,0.29,2078.61,2025-04
ORD0834,2024-10-28,shyam,Technology,Laptop,North,5,3375,0.27,417.87,2024-10
ORD0835,2025-12-28,Ananya,Technology,Monitor,South,9,5958,0.14,1141.33,2025-12
ORD0836,2025-06-18,sravan,Technology,Laptop,West,6,23208,0.15,3753.07,2025-06
ORD0837,2025-09-21,Pooja,Technology,Mobile Phone,South,10,35190,0.23,6581.16,2025-09
ORD0838,2025-02-14,Pooja,Furniture,Bookcase,South,10,46980,0.05,9877.43,2025-02
ORD0839,2025-08-12,koushik,Furniture,Sofa,South,2,1494,0.01,246.3,2025-08
ORD0840,2025-01-06,srujan,Furniture,Bookcase,West,1,3677,0.09,614.22,2025-01
ORD0841,2024-06-22,Neha,Furniture,Chair,East,7,9618,0.09,2126.78,2024-06
ORD0842,2025-09-18,Gnaneswara,Technology,Laptop,West,10,5950,0.07,442.9,2025-09
ORD0843,2024-02-03,Neha,Furniture,Table,West,6,26088,0.04,3457.56,2024-02
ORD0844,2024-12-20,koushik,Office Supplies,Paper,North,9,33291,0.14,2026.4,2024-12
ORD0845,2024-11-03,Pooja,Furniture,Bookcase,East,5,22250,0.1,4449.59,2024-11
ORD0846,2025-02-18,sravan,Office Supplies,Pen,North,3,9294,0.03,471.45,2025-02
ORD0847,2024-09-26,koushik,Technology,Mobile Phone,East,10,11930,0.23,1427.66,2024-09
ORD0848,2024-09-14,koushik,Technology,Laptop,South,3,13827,0.07,2789.01,2024-09
ORD0849,2025-10-24,shyam,Technology,Laptop,South,8,31664,0.0,7013.15,2025-10
ORD0850,2024-02-13,srujan,Technology,Monitor,West,8,36248,0.2,3551.63,2024-02
ORD0851,2025-01-02,Pooja,Technology,Monitor,North,7,18312,0.21,1305.75,2025-01
ORD0852,2024-12-12,Ravi,Technology,Mobile Phone,North,10,23770,0.12,5030.62,2024-12
ORD0853,2024-08-15,sravan,Office Supplies,Pen,East,2,6832,0.14,588.6,2024-08
ORD0854,2024-11-28,sravan,Office Supplies,File Folder,West,7,32291,0.11,2024.47,2024-11
ORD0855,2024-11-15,Gnaneswara,Furniture,Sofa,East,3,2889,0.04,690.54,2024-11
ORD0856,2025-02-04,Neha,Office Supplies,Notebook,South,7,14112,0.06,812.78,2025-02
ORD0857,2025-07-12,Neha,Technology,Keyboard,East,10,41460,0.21,4929.04,2025-07
ORD0858,2025-02-08,shyam,Office Supplies,Pen,South,4,14824,0.1,2625.57,2025-02
ORD0859,2025-07-31,manoj,Office Supplies,Notebook,South,6,19662,0.08,3910.52,2025-07
